Date,Daily_Turnover
2016-06-28,0.042252402804071776
2016-06-29,0.024516729010130738
2016-06-30,0.031426015458230594
2016-07-01,0.026676084135987613
2016-07-05,0.0027957117707750933
2016-07-06,0.030913302235197206
2016-07-07,0.06798902244933408
2016-07-08,0.014000299446096086
2016-07-11,0.060665450449067376
2016-07-12,0.005881680700385185
2016-07-13,0.015841117264835697
2016-07-14,0.04885683843418212
2016-07-15,0.033893214955911154
2016-07-18,0.033991044907782285
2016-07-19,0.04045889809076767
2016-07-20,0.00716304855812544
2016-07-21,0.0030348782275252794
2016-07-22,0.05671208461286674
2016-07-25,0.005914269323757452
2016-07-26,0.04639628236302278
2016-07-27,0.00434977885382888
2016-07-28,0.016332777807723686
2016-07-29,0.05134646937321176
2016-08-01,0.04423475082423541
2016-08-02,0.006369164234456869
2016-08-03,0.018765692734233896
2016-08-04,0.10548576383977455
2016-08-05,0.7950141731375326
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
